Date,Close
04/09/86,557.99
09/09/86,566.58
10/09/86,560.09
11/09/86,559.34
12/09/86,551.55
16/09/86,546.69
17/09/86,553.26
18/09/86,562.04
19/09/86,563.22
22/09/86,568.97
23/09/86,567.09
24/09/86,568.37
25/09/86,570.02
26/09/86,578.05
30/09/86,588.4
01/10/86,587.27
03/10/86,574.86
08/10/86,574.99
09/10/86,580.54
10/10/86,576.45
15/10/86,586.77
16/10/86,583.56
17/10/86,576.56
20/10/86,565.27
21/10/86,555.71
22/10/86,540.9
29/10/86,575.74
01/11/86,558.35
04/11/86,551.8
05/11/86,549.41
07/11/86,559.07
10/11/86,541.15
11/11/86,541.31
12/11/86,541.66
13/11/86,540.43
19/11/86,519.99
20/11/86,521.16
21/11/86,516.76
24/11/86,502.97
26/11/86,487.88
27/11/86,504
28/11/86,499.81
01/12/86,482.41
02/12/86,492.04
03/12/86,490.58
04/12/86,486.7
08/12/86,497.51
09/12/86,515.81
11/12/86,531.94
12/12/86,518.16
15/12/86,510.3
16/12/86,512.6
17/12/86,501.05
18/12/86,516.21
19/12/86,522.65
22/12/86,524.34
23/12/86,524.55
24/12/86,524.45
02/01/87,542.06
05/01/87,555.56
07/01/87,560.41
08/01/87,555.23
09/01/87,554.28
12/01/87,561.8
13/01/87,558.66
14/01/87,550.69
15/01/87,560.84
16/01/87,562.03
20/01/87,553.37
21/01/87,543.16
22/01/87,551.3
23/01/87,550.23
27/01/87,542.22
28/01/87,545.29
29/01/87,553.93
30/01/87,553.8
03/02/87,560.08
04/02/87,557.28
05/02/87,561.31
06/02/87,566.08
09/02/87,570.88
10/02/87,572.47
11/02/87,567
12/02/87,574.28
13/02/87,578.75
16/02/87,573.65
17/02/87,573.68
18/02/87,574.44
19/02/87,564.98
20/02/87,567.29
23/02/87,564.71
24/02/87,568.41
25/02/87,573.99
27/02/87,578.38
28/02/87,550.43
02/03/87,536.18
03/03/87,529.19
04/03/87,519.07
05/03/87,522.51
06/03/87,520.36
09/03/87,533.43
10/03/87,538.75
11/03/87,539.3
12/03/87,548.41
13/03/87,548.05
17/03/87,534.39
18/03/87,529.59
19/03/87,529.52
20/03/87,533.68
25/03/87,522.25
26/03/87,518.85
27/03/87,511.55
31/03/87,510.36
01/04/87,510.57
02/04/87,509.33
03/04/87,524.4
06/04/87,535.61
08/04/87,535.2
09/04/87,528.46
10/04/87,524.91
13/04/87,523
15/04/87,517.2
16/04/87,498.95
20/04/87,494.25
21/04/87,490.27
22/04/87,494.01
23/04/87,509.48
24/04/87,512.04
27/04/87,500.56
28/04/87,500.36
29/04/87,479.87
04/05/87,465.74
05/05/87,455.13
06/05/87,463.1
07/05/87,474.96
08/05/87,485.08
11/05/87,485.16
12/05/87,476.2
14/05/87,464.72
15/05/87,465.93
18/05/87,479.16
19/05/87,473.9
20/05/87,473.02
21/05/87,472.56
22/05/87,468.56
26/05/87,456.45
27/05/87,447.41
28/05/87,453.62
29/05/87,462.27
01/06/87,454.32
02/06/87,457.41
03/06/87,456.21
04/06/87,455.13
05/06/87,458.06
08/06/87,445.19
09/06/87,440.38
10/06/87,437.12
11/06/87,449.86
12/06/87,459.13
15/06/87,450.01
16/06/87,450.39
17/06/87,447.7
19/06/87,442.6
22/06/87,432.7
23/06/87,415.51
26/06/87,423.36
29/06/87,433.98
01/07/87,450.59
02/07/87,456.63
03/07/87,469.95
06/07/87,463.93
07/07/87,462.51
08/07/87,461.85
09/07/87,481.24
13/07/87,496.49
14/07/87,500.61
15/07/87,492.47
16/07/87,487.79
17/07/87,485.36
20/07/87,471.03
21/07/87,469.82
22/07/87,473.18
23/07/87,485.05
24/07/87,482.95
27/07/87,493.93
28/07/87,497.21
29/07/87,498.66
30/07/87,497.73
31/07/87,489.11
03/08/87,488.71
04/08/87,487.08
05/08/87,493.57
07/08/87,497.76
10/08/87,498.64
11/08/87,501.75
12/08/87,491.25
13/08/87,505.08
14/08/87,499
18/08/87,486.66
19/08/87,479.4
20/08/87,486.56
21/08/87,487.93
24/08/87,492.82
26/08/87,496.89
27/08/87,492.59
31/08/87,482.79
01/09/87,478.7
02/09/87,472.34
03/09/87,478.21
04/09/87,481.93
07/09/87,483.22
08/09/87,483.12
09/09/87,481.71
10/09/87,479.66
11/09/87,484.05
14/09/87,473.62
15/09/87,464.62
16/09/87,466.84
17/09/87,464.5
25/09/87,456.77
28/09/87,449.2
29/09/87,444.63
30/09/87,449.52
01/10/87,457.67
05/10/87,468.81
06/10/87,470.91
07/10/87,469.05
08/10/87,460.58
09/10/87,460.26
12/10/87,459.29
13/10/87,458.37
14/10/87,456.47
15/10/87,460.3
16/10/87,461.72
19/10/87,461.7
22/10/87,452.26
26/10/87,447.07
27/10/87,435.15
28/10/87,438.02
29/10/87,444.67
30/10/87,450.31
02/11/87,450.23
03/11/87,447.94
04/11/87,445.48
06/11/87,441.43
09/11/87,445.14
10/11/87,443.13
11/11/87,438.21
12/11/87,434.7
13/11/87,429.24
16/11/87,419.26
17/11/87,421.23
18/11/87,421.74
19/11/87,419.17
20/11/87,416.44
23/11/87,422.75
24/11/87,426.86
25/11/87,428.55
26/11/87,428.26
27/11/87,427.92
30/11/87,430.18
01/12/87,428.86
02/12/87,427.16
03/12/87,423.8
04/12/87,421.5
07/12/87,414.15
08/12/87,413.91
09/12/87,414.21
10/12/87,405.57
11/12/87,407
14/12/87,407.92
15/12/87,414.1
16/12/87,416.75
17/12/87,423.5
18/12/87,428.87
21/12/87,437.9
22/12/87,434.51
23/12/87,435.7
24/12/87,442.17
04/01/88,439.17
05/01/88,443.68
06/01/88,448.15
07/01/88,456.68
08/01/88,468
11/01/88,463.39
12/01/88,468.5
13/01/88,472.35
14/01/88,467.65
15/01/88,462.65
18/01/88,453.64
19/01/88,459.69
20/01/88,458.43
21/01/88,453.18
25/01/88,448.04
27/01/88,437.24
29/01/88,441.95
01/02/88,443.19
02/02/88,443.4
03/02/88,436.45
04/02/88,431.5
05/02/88,438.5
08/02/88,433.64
09/02/88,432
10/02/88,423.92
11/02/88,419.14
12/02/88,419.74
15/02/88,421.17
17/02/88,426.39
18/02/88,421.9
22/02/88,406.36
23/02/88,406.83
24/02/88,404.18
25/02/88,398.98
26/02/88,403.55
29/02/88,411.22
01/03/88,406.03
02/03/88,402.12
03/03/88,407.66
07/03/88,401.15
08/03/88,405.22
09/03/88,412.82
10/03/88,419.98
11/03/88,428.37
14/03/88,419.97
16/03/88,420.41
17/03/88,417.18
21/03/88,405.4
22/03/88,402.98
23/03/88,402.55
24/03/88,394.87
25/03/88,393.75
28/03/88,390
29/03/88,398.4
30/03/88,398.37
04/04/88,397.16
05/04/88,406.16
06/04/88,413.33
07/04/88,415.04
08/04/88,408.87
11/04/88,404.13
12/04/88,406.79
13/04/88,409.88
15/04/88,405.43
19/04/88,413.47
20/04/88,424.74
21/04/88,431.14
22/04/88,442.54
25/04/88,454.85
26/04/88,447.3
27/04/88,465.09
28/04/88,474.41
29/04/88,471.5
02/05/88,482.42
03/05/88,472.55
04/05/88,473.88
05/05/88,471.74
06/05/88,483.37
10/05/88,496.34
11/05/88,500.3
12/05/88,511.84
13/05/88,504.33
16/05/88,512.16
17/05/88,506.38
19/05/88,522.03
20/05/88,539.42
23/05/88,536.63
24/05/88,524.39
25/05/88,541.53
26/05/88,556.57
27/05/88,557.69
30/05/88,575.44
31/05/88,579.81
01/06/88,572.1
02/06/88,587.26
03/06/88,618.85
08/06/88,628.63
09/06/88,613.93
10/06/88,601.13
13/06/88,616.6
14/06/88,601.64
15/06/88,597.82
16/06/88,605.37
17/06/88,594.51
20/06/88,594.27
21/06/88,577.24
22/06/88,582.24
23/06/88,586.43
24/06/88,575.43
28/06/88,574.4
29/06/88,583.5
01/07/88,577.53
04/07/88,570.89
05/07/88,556
06/07/88,553
07/07/88,552.07
08/07/88,567.17
11/07/88,579.02
12/07/88,588.01
13/07/88,583.04
14/07/88,577.26
15/07/88,576.64
18/07/88,595.52
19/07/88,607.42
27/07/88,604.02
28/07/88,596.97
29/07/88,603.59
01/08/88,609.6
02/08/88,604.36
03/08/88,599.79
04/08/88,600.63
05/08/88,604.98
08/08/88,600.41
09/08/88,600.93
10/08/88,600.77
12/08/88,593.73
16/08/88,589.1
17/08/88,595.05
18/08/88,596.63
19/08/88,598.49
22/08/88,599.32
23/08/88,594.63
25/08/88,597.53
26/08/88,590.51
29/08/88,585.07
30/08/88,586.71
31/08/88,593.76
01/09/88,610.09
02/09/88,606.26
05/09/88,620.31
06/09/88,609.87
07/09/88,611.68
08/09/88,621.69
09/09/88,620.01
13/09/88,621.97
14/09/88,626.53
19/09/88,643.87
20/09/88,636.2
21/09/88,642.75
22/09/88,646.82
23/09/88,644.68
30/09/88,662.71
03/10/88,676.58
04/10/88,678.79
05/10/88,686.97
06/10/88,686.91
07/10/88,693.9
10/10/88,704.8
11/10/88,679.88
12/10/88,664.45
13/10/88,656.12
14/10/88,652.18
18/10/88,678.67
21/10/88,705.06
25/10/88,702.95
26/10/88,697.17
27/10/88,679.34
28/10/88,675.38
31/10/88,654.18
01/11/88,676.37
02/11/88,683.78
03/11/88,670.75
04/11/88,699.75
09/11/88,709.03
15/11/88,705.86
16/11/88,708.2
17/11/88,711.5
18/11/88,719.07
21/11/88,718.16
24/11/88,704.74
28/11/88,695
29/11/88,702.02
30/11/88,707.44
02/12/88,709.65
05/12/88,698.87
06/12/88,687.04
07/12/88,674.74
09/12/88,675.04
13/12/88,668.06
14/12/88,695.7
15/12/88,689.04
16/12/88,668.12
19/12/88,657.42
20/12/88,665.58
21/12/88,666.52
22/12/88,661.77
23/12/88,666.26
02/01/89,659.11
04/01/89,640.81
05/01/89,628.17
06/01/89,625.32
09/01/89,658.45
10/01/89,660.41
11/01/89,656.24
12/01/89,652.24
13/01/89,642.35
16/01/89,644.39
17/01/89,646.32
18/01/89,641.02
19/01/89,634.12
20/01/89,631.75
23/01/89,628.19
25/01/89,659.89
27/01/89,666.62
30/01/89,674.47
31/01/89,678.72
01/02/89,662.59
02/02/89,650.64
03/02/89,665.48
06/02/89,684.59
07/02/89,678.72
08/02/89,669.2
09/02/89,670.4
10/02/89,669.8
13/02/89,656.21
14/02/89,660.23
15/02/89,653.73
16/02/89,643.61
17/02/89,648.75
20/02/89,661.76
21/02/89,661.17
22/02/89,660.66
23/02/89,661.87
24/02/89,671.57
25/02/89,666.62
28/02/89,654.96
01/03/89,636
02/03/89,655.46
03/03/89,656.42
07/03/89,671.7
08/03/89,680.66
09/03/89,678.04
10/03/89,684.77
13/03/89,675.23
14/03/89,666.28
15/03/89,672.39
16/03/89,673.07
17/03/89,670.7
20/03/89,663.8
21/03/89,656.53
23/03/89,679.29
27/03/89,690.46
28/03/89,692.29
29/03/89,704.01
30/03/89,711.14
31/03/89,713.6
03/04/89,723.88
04/04/89,718.69
05/04/89,716.78
07/04/89,728.25
10/04/89,752.15
11/04/89,753.93
12/04/89,734.77
13/04/89,748.44
17/04/89,745.57
19/04/89,750.91
20/04/89,761.09
21/04/89,768.86
25/04/89,761.85
26/04/89,781.24
27/04/89,770.9
28/04/89,780.36
02/05/89,751.87
03/05/89,749.75
04/05/89,753.53
05/05/89,745.94
10/05/89,732.34
11/05/89,713.54
12/05/89,726.79
15/05/89,734.94
16/05/89,734.83
17/05/89,715.12
18/05/89,718.08
19/05/89,708.35
22/05/89,705.77
23/05/89,716.16
24/05/89,715.24
26/05/89,709.83
29/05/89,695.28
30/05/89,692.24
31/05/89,691.15
01/06/89,699.02
02/06/89,708.19
05/06/89,725.14
06/06/89,723.13
07/06/89,725.38
08/06/89,724.37
09/06/89,723.09
12/06/89,724.94
13/06/89,724.04
14/06/89,714.97
15/06/89,712.03
16/06/89,730.02
19/06/89,732.08
20/06/89,736.27
21/06/89,756.16
22/06/89,765.08
23/06/89,773.45
26/06/89,762.24
27/06/89,765.12
28/06/89,776.35
29/06/89,778.86
30/06/89,792.17
04/07/89,794.21
05/07/89,798.01
06/07/89,790.49
07/07/89,783.7
10/07/89,765.2
11/07/89,756.16
12/07/89,762.86
13/07/89,758.92
17/07/89,747.19
18/07/89,751.82
19/07/89,752.86
20/07/89,754.1
21/07/89,740.25
25/07/89,734.17
26/07/89,743.13
27/07/89,722.64
28/07/89,716.35
01/08/89,729.23
02/08/89,716.55
03/08/89,716.8
04/08/89,719.61
07/08/89,715.5
08/08/89,706.78
09/08/89,715.35
10/08/89,732.31
14/08/89,736.46
17/08/89,727.27
18/08/89,720.24
21/08/89,708.5
22/08/89,709.38
23/08/89,710.48
28/08/89,714.34
29/08/89,719.48
30/08/89,731.27
31/08/89,733.3
01/09/89,729.25
06/09/89,730.62
07/09/89,733.71
08/09/89,721.56
11/09/89,713.73
12/09/89,714.21
13/09/89,715.76
14/09/89,729.46
15/09/89,726.75
18/09/89,730.25
19/09/89,730.48
20/09/89,727.33
21/09/89,726.17
22/09/89,726.26
25/09/89,722.39
26/09/89,726.51
27/09/89,727.91
28/09/89,734.32
29/09/89,748.06
03/10/89,740.72
04/10/89,732.34
05/10/89,722.52
06/10/89,723.35
09/10/89,729.17
11/10/89,722.54
12/10/89,727.04
13/10/89,724.75
16/10/89,715.8
17/10/89,699.03
18/10/89,721.2
19/10/89,741.76
20/10/89,738.52
23/10/89,740.48
24/10/89,738.32
25/10/89,752.33
26/10/89,755.58
29/10/89,755.79
31/10/89,746.58
01/11/89,740.3
02/11/89,741.65
03/11/89,740.11
06/11/89,735.72
07/11/89,727.71
08/11/89,719.68
09/11/89,720.25
10/11/89,708
20/11/89,707.5
21/11/89,715
22/11/89,711.69
23/11/89,695.89
28/11/89,698.81
29/11/89,678.98
30/11/89,689.72
01/12/89,712
04/12/89,725.52
05/12/89,735.31
06/12/89,733.56
07/12/89,732.09
08/12/89,756.08
12/12/89,792.99
13/12/89,761.23
14/12/89,764.37
15/12/89,760.13
18/12/89,772.83
19/12/89,776.88
20/12/89,768.78
21/12/89,766.75
22/12/89,778.64
01/01/90,783.35
02/01/90,780.01
03/01/90,763.22
04/01/90,760.8
05/01/90,774.58
08/01/90,778.33
09/01/90,774.5
10/01/90,782.48
11/01/90,780.34
15/01/90,763.55
16/01/90,755.58
17/01/90,745.19
18/01/90,738.58
19/01/90,710.75
22/01/90,706.85
23/01/90,722.01
24/01/90,718.95
25/01/90,716.23
30/01/90,701.08
31/01/90,683.32
01/02/90,692.41
02/02/90,684.48
06/02/90,674.26
07/02/90,674.47
08/02/90,659.3
12/02/90,673.27
13/02/90,673.26
14/02/90,679.29
15/02/90,690.07
16/02/90,689.98
19/02/90,679.53
20/02/90,674.47
21/02/90,678.57
22/02/90,678.97
26/02/90,680.58
28/02/90,676.23
01/03/90,692.58
02/03/90,691.61
05/03/90,685.88
06/03/90,678.7
07/03/90,678.38
08/03/90,670.38
09/03/90,673.94
13/03/90,688.08
14/03/90,683.47
15/03/90,678.91
16/03/90,686.29
19/03/90,711.04
20/03/90,726.31
21/03/90,721.69
22/03/90,738.22
23/03/90,757.76
26/03/90,761.33
28/03/90,770.3
29/03/90,767.74
30/03/90,781.05
02/04/90,782.97
04/04/90,805.86
05/04/90,794.44
06/04/90,770.74
09/04/90,769.97
10/04/90,781.17
12/04/90,748.79
17/04/90,755.58
18/04/90,773.76
19/04/90,759.15
20/04/90,787.36
23/04/90,792.57
24/04/90,791.79
25/04/90,793.58
30/04/90,795.13
02/05/90,786.21
03/05/90,779.22
04/05/90,776.11
07/05/90,779.38
08/05/90,785.19
10/05/90,779.5
11/05/90,780.73
14/05/90,774.75
15/05/90,786.9
17/05/90,770.36
18/05/90,767.02
21/05/90,780.3
22/05/90,777.96
23/05/90,788.14
24/05/90,786.08
25/05/90,787.1
28/05/90,810.15
29/05/90,811.59
30/05/90,803.89
31/05/90,800.8
01/06/90,799.5
04/06/90,797.61
05/06/90,795.11
06/06/90,794.18
07/06/90,790.03
11/06/90,794.7
12/06/90,787.36
13/06/90,781.66
14/06/90,783.21
15/06/90,785.75
18/06/90,791.32
19/06/90,790.76
20/06/90,790.31
21/06/90,800.3
22/06/90,814.72
25/06/90,817.54
26/06/90,820.35
27/06/90,829.47
28/06/90,834.49
29/06/90,850.5
03/07/90,862.88
05/07/90,883.03
06/07/90,896.25
09/07/90,896.16
10/07/90,893.08
11/07/90,909.3
12/07/90,924.29
13/07/90,920.24
16/07/90,886.33
17/07/90,916.93
18/07/90,926.92
19/07/90,941.7
20/07/90,940.73
25/07/90,"1,007.97"
26/07/90,"1,008.12"
27/07/90,"1,033.15"
30/07/90,"1,098.95"
03/08/90,"1,061.66"
07/08/90,"1,043.54"
08/08/90,"1,010.01"
09/08/90,"1,025.83"
10/08/90,"1,046.25"
13/08/90,"1,092.55"
16/08/90,"1,088.08"
17/08/90,"1,080.96"
20/08/90,"1,096.93"
21/08/90,"1,134.03"
22/08/90,"1,157.78"
23/08/90,"1,151.27"
27/08/90,"1,217.67"
28/08/90,"1,207.87"
29/08/90,"1,197.20"
30/08/90,"1,247.53"
03/09/90,"1,260.77"
04/09/90,"1,201.93"
05/09/90,"1,200.76"
06/09/90,"1,229.83"
07/09/90,"1,255.72"
10/09/90,"1,282.27"
11/09/90,"1,321.82"
12/09/90,"1,286.25"
14/09/90,"1,228.19"
18/09/90,"1,314.56"
19/09/90,"1,332.04"
20/09/90,"1,331.73"
21/09/90,"1,389.04"
25/09/90,"1,466.11"
26/09/90,"1,404.15"
27/09/90,"1,420.08"
04/10/90,"1,426.90"
09/10/90,"1,559.43"
11/10/90,"1,472.38"
12/10/90,"1,402.73"
15/10/90,"1,280.18"
18/10/90,"1,311.32"
22/10/90,"1,223.40"
25/10/90,"1,299.17"
26/10/90,"1,269.46"
31/10/90,"1,295.21"
01/11/90,"1,323.02"
05/11/90,"1,331.75"
07/11/90,"1,381.17"
08/11/90,"1,412.17"
09/11/90,"1,392.53"
12/11/90,"1,293.50"
14/11/90,"1,308.10"
16/11/90,"1,320.74"
21/11/90,"1,265.19"
22/11/90,"1,241.95"
23/11/90,"1,304.55"
26/11/90,"1,327.57"
27/11/90,"1,284.35"
29/11/90,"1,208.56"
30/11/90,"1,196.25"
03/12/90,"1,203.90"
04/12/90,"1,163.29"
05/12/90,"1,173.77"
06/12/90,"1,179.41"
10/12/90,"1,214.45"
11/12/90,"1,196.35"
12/12/90,"1,215.20"
13/12/90,"1,234.96"
14/12/90,"1,242.84"
17/12/90,"1,188.54"
18/12/90,"1,111.73"
19/12/90,"1,058.41"
21/12/90,"1,034.97"
24/12/90,"1,048.29"
02/01/91,999.26
03/01/91,982.35
07/01/91,"1,010.77"
09/01/91,"1,008.52"
11/01/91,"1,034.30"
14/01/91,"1,017.72"
23/01/91,"1,001.38"
24/01/91,971.8
25/01/91,956.11
31/01/91,982.32
01/02/91,"1,021.95"
04/02/91,"1,052.04"
05/02/91,"1,070.29"
06/02/91,"1,061.87"
07/02/91,"1,039.45"
08/02/91,"1,030.23"
11/02/91,"1,013.50"
13/02/91,"1,004.94"
14/02/91,"1,024.23"
15/02/91,"1,039.60"
19/02/91,"1,149.89"
20/02/91,"1,148.33"
21/02/91,"1,153.29"
22/02/91,"1,179.33"
25/02/91,"1,177.87"
26/02/91,"1,205.20"
27/02/91,"1,221.55"
28/02/91,"1,220.41"
04/03/91,"1,225.44"
05/03/91,"1,245.93"
07/03/91,"1,151.05"
08/03/91,"1,191.05"
11/03/91,"1,174.72"
12/03/91,"1,165.90"
13/03/91,"1,160.08"
14/03/91,"1,196.48"
15/03/91,"1,206.75"
18/03/91,"1,171.08"
20/03/91,"1,171.92"
21/03/91,"1,165.20"
22/03/91,"1,171.59"
25/03/91,"1,155.46"
26/03/91,"1,170.59"
27/03/91,"1,167.97"
01/04/91,"1,193.61"
02/04/91,"1,209.23"
03/04/91,"1,202.90"
04/04/91,"1,197.12"
05/04/91,"1,218.12"
08/04/91,"1,238.70"
09/04/91,"1,240.53"
11/04/91,"1,259.28"
12/04/91,"1,288.02"
15/04/91,"1,302.50"
16/04/91,"1,274.97"
18/04/91,"1,271.62"
19/04/91,"1,283.94"
22/04/91,"1,287.27"
23/04/91,"1,276.94"
24/04/91,"1,274.56"
25/04/91,"1,296.54"
26/04/91,"1,286.59"
29/04/91,"1,267.46"
30/04/91,"1,235.11"
03/05/91,"1,272.09"
06/05/91,"1,255.42"
07/05/91,"1,255.04"
08/05/91,"1,266.34"
09/05/91,"1,260.29"
10/05/91,"1,288.35"
13/05/91,"1,289.13"
14/05/91,"1,292.83"
16/05/91,"1,291.50"
17/05/91,"1,297.69"
20/05/91,"1,284.25"
21/05/91,"1,320.54"
23/05/91,"1,314.89"
27/05/91,"1,317.90"
29/05/91,"1,327.33"
30/05/91,"1,335.48"
31/05/91,"1,307.34"
03/06/91,"1,287.95"
04/06/91,"1,290.07"
05/06/91,"1,284.81"
06/06/91,"1,272.97"
07/06/91,"1,248.31"
11/06/91,"1,261.64"
12/06/91,"1,288.25"
13/06/91,"1,275.15"
14/06/91,"1,292.81"
17/06/91,"1,307.22"
18/06/91,"1,335.21"
19/06/91,"1,325.46"
20/06/91,"1,336.75"
21/06/91,"1,361.72"
24/06/91,"1,305.33"
25/06/91,"1,301.85"
26/06/91,"1,272.54"
27/06/91,"1,289.94"
28/06/91,"1,269.91"
01/07/91,"1,275.23"
02/07/91,"1,293.67"
03/07/91,"1,312.87"
04/07/91,"1,298.66"
05/07/91,"1,357.32"
08/07/91,"1,363.99"
09/07/91,"1,369.06"
10/07/91,"1,388.80"
11/07/91,"1,420.75"
12/07/91,"1,441.85"
15/07/91,"1,407.35"
16/07/91,"1,431.75"
17/07/91,"1,442.54"
19/07/91,"1,455.48"
22/07/91,"1,419.31"
24/07/91,"1,485.76"
25/07/91,"1,555.43"
26/07/91,"1,599.98"
29/07/91,"1,637.70"
30/07/91,"1,647.00"
31/07/91,"1,632.67"
01/08/91,"1,649.01"
02/08/91,"1,680.62"
05/08/91,"1,680.69"
07/08/91,"1,657.44"
08/08/91,"1,632.90"
09/08/91,"1,663.57"
12/08/91,"1,664.06"
13/08/91,"1,687.24"
14/08/91,"1,705.63"
16/08/91,"1,727.07"
19/08/91,"1,749.91"
20/08/91,"1,709.43"
21/08/91,"1,707.77"
22/08/91,"1,752.30"
23/08/91,"1,802.81"
26/08/91,"1,844.82"
27/08/91,"1,813.68"
28/08/91,"1,827.59"
30/08/91,"1,795.99"
03/09/91,"1,764.36"
04/09/91,"1,762.62"
05/09/91,"1,810.21"
06/09/91,"1,811.54"
10/09/91,"1,810.71"
13/09/91,"1,861.74"
16/09/91,"1,912.35"
17/09/91,"1,878.55"
18/09/91,"1,876.62"
20/09/91,"1,833.44"
24/09/91,"1,817.26"
25/09/91,"1,818.52"
26/09/91,"1,786.92"
27/09/91,"1,870.04"
30/09/91,"1,885.28"
01/10/91,"1,858.45"
03/10/91,"1,815.62"
04/10/91,"1,773.15"
07/10/91,"1,780.25"
09/10/91,"1,716.53"
10/10/91,"1,752.50"
11/10/91,"1,764.50"
14/10/91,"1,729.30"
15/10/91,"1,724.06"
16/10/91,"1,773.47"
18/10/91,"1,778.91"
21/10/91,"1,740.53"
22/10/91,"1,764.24"
23/10/91,"1,776.25"
24/10/91,"1,793.78"
26/10/91,"1,805.52"
29/10/91,"1,893.16"
30/10/91,"1,861.85"
31/10/91,"1,889.84"
01/11/91,"1,909.80"
05/11/91,"1,917.96"
08/11/91,"1,910.81"
11/11/91,"1,895.53"
12/11/91,"1,878.82"
13/11/91,"1,881.50"
14/11/91,"1,894.67"
15/11/91,"1,879.69"
18/11/91,"1,871.32"
19/11/91,"1,924.15"
20/11/91,"1,910.59"
22/11/91,"1,886.56"
26/11/91,"1,855.94"
27/11/91,"1,864.39"
28/11/91,"1,856.34"
29/11/91,"1,903.31"
02/12/91,"1,904.26"
03/12/91,"1,892.84"
04/12/91,"1,885.44"
05/12/91,"1,876.73"
06/12/91,"1,899.11"
09/12/91,"1,879.73"
10/12/91,"1,872.45"
11/12/91,"1,860.75"
12/12/91,"1,837.88"
16/12/91,"1,825.45"
17/12/91,"1,814.67"
18/12/91,"1,834.78"
19/12/91,"1,875.67"
20/12/91,"1,873.28"
23/12/91,"1,915.12"
24/12/91,"1,908.85"
01/01/92,"1,957.33"
02/01/92,"1,969.16"
03/01/92,"1,996.50"
06/01/92,"1,967.55"
07/01/92,"1,963.53"
08/01/92,"1,949.31"
09/01/92,"1,972.53"
13/01/92,"1,998.88"
14/01/92,"1,998.07"
15/01/92,"2,020.18"
16/01/92,"2,002.60"
17/01/92,"2,115.89"
20/01/92,"2,107.07"
21/01/92,"2,115.71"
22/01/92,"2,132.82"
23/01/92,"2,150.41"
24/01/92,"2,139.33"
27/01/92,"2,172.11"
29/01/92,"2,214.22"
30/01/92,"2,299.77"
31/01/92,"2,302.54"
03/02/92,"2,272.81"
04/02/92,"2,278.72"
05/02/92,"2,288.43"
06/02/92,"2,309.36"
07/02/92,"2,194.48"
10/02/92,"2,273.47"
12/02/92,"2,305.38"
13/02/92,"2,322.79"
